"Population estimates, July 1, by census subdivision, 2021 boundaries 1 2 3 4 5 6 7"
"Frequency: Annual"
"Table: 17-10-0155-01"
"Release date: 2025-01-16"
"Geography: Canada, Province or territory, Census subdivision"
""
""

"Geography","2024"
,"Persons"
"Hemmingford (CT), Quebec","2,177"
"Kingsey Falls (V), Quebec","2,052"
"Saint-Ferdinand (MÉ), Quebec","2,079"
"Obedjiwan 28 (IRI), Quebec","2,079"
"Barraute (MÉ), Quebec","1,918"
"Saint-Patrice-de-Sherrington (MÉ), Quebec","2,058"
"Lac-Supérieur (MÉ), Quebec","2,043"
"Saint-Louis-de-Gonzague (PE), Quebec","2,478"
"Caplan (MÉ), Quebec","1,942"
"Saint-Élie-de-Caxton (MÉ), Quebec","2,060"
"Déléage (MÉ), Quebec","2,069"
"Venise-en-Québec (MÉ), Quebec","2,269"
"Saint-François-du-Lac (MÉ), Quebec","1,921"
"Saint-Damien-de-Buckland (PE), Quebec","1,822"
"Terrasse-Vaudreuil (MÉ), Quebec","1,921"
"Saint-Stanislas-de-Kostka (MÉ), Quebec","2,102"
"Saint-Michel-de-Bellechasse (MÉ), Quebec","1,938"
"Vallée-Jonction (MÉ), Quebec","2,058"
"Cacouna (MÉ), Quebec","1,882"
"Waswanipi (TC), Quebec","1,843"
"Sainte-Angèle-de-Monnoir (MÉ), Quebec","1,872"
"Inukjuak (VN), Quebec","1,921"
"Saint-Fabien (PE), Quebec","1,886"
"Sainte-Justine (MÉ), Quebec","1,842"
"Frontenac (MÉ), Quebec","1,850"
"Saint-Cuthbert (MÉ), Quebec","1,880"
"Saint-Robert (MÉ), Quebec","1,852"
"Pointe-Lebel (VL), Quebec","1,801"
"Notre-Dame-des-Pins (PE), Quebec","1,954"
"Saint-Joseph-de-Coleraine (MÉ), Quebec","1,899"
"Champlain (MÉ), Quebec","1,931"
"Sainte-Marcelline-de-Kildare (MÉ), Quebec","1,867"
"Grenville (VL), Quebec","1,857"
"Saint-Lucien (MÉ), Quebec","1,961"
"Saint-Narcisse (PE), Quebec","1,835"
"La Guadeloupe (VL), Quebec","1,915"
"Kanesatake (S-É), Quebec","1,867"
"Les Escoumins (MÉ), Quebec","1,761"
"Nouvelle (MÉ), Quebec","1,815"
"Saint-Placide (MÉ), Quebec","1,779"
"Saint-Jacques-le-Mineur (MÉ), Quebec","1,886"
"Pointe-des-Cascades (VL), Quebec","1,822"
"Saint-Charles-sur-Richelieu (MÉ), Quebec","1,839"
"Saint-Antoine-sur-Richelieu (MÉ), Quebec","1,853"
"Saint-Valérien-de-Milton (MÉ), Quebec","1,801"
"Dudswell (MÉ), Quebec","1,805"
"Austin (MÉ), Quebec","1,933"
"Berthier-sur-Mer (MÉ), Quebec","1,808"
"Sainte-Émélie-de-l'Énergie (MÉ), Quebec","1,801"
"Mille-Isles (MÉ), Quebec","1,839"
"Saint-Cyprien-de-Napierville (MÉ), Quebec","1,790"
"Chambord (MÉ), Quebec","1,780"
"Yamaska (MÉ), Quebec","1,754"
"Saint-Pierre-de-l'Île-d'Orléans (MÉ), Quebec","1,670"
"Saint-Ours (V), Quebec","1,766"
"Notre-Dame-du-Laus (MÉ), Quebec","1,887"
"Saint-Clet (MÉ), Quebec","1,776"
"Price (VL), Quebec","1,704"
"Ripon (MÉ), Quebec","1,849"
"Notre-Dame-du-Bon-Conseil (VL), Quebec","1,863"
"Sainte-Perpétue (MÉ), Quebec","1,703"
"Sayabec (MÉ), Quebec","1,772"
"Sainte-Hélène-de-Bagot (MÉ), Quebec","1,875"
"Sacré-Coeur (MÉ), Quebec","1,697"
"Saint-Zacharie (MÉ), Quebec","1,707"
"Saint-Antoine-de-Tilly (MÉ), Quebec","1,789"
"Wentworth-Nord (MÉ), Quebec","1,775"
"Val-Joli (MÉ), Quebec","1,780"
"Shawville (MÉ), Quebec","1,736"
"Saint-Malachie (PE), Quebec","1,751"
"Saint-Jean-de-Dieu (MÉ), Quebec","1,678"
"Messines (MÉ), Quebec","1,658"
"Saint-Albert (MÉ), Quebec","1,758"
"Listuguj (IRI), Quebec","1,647"
"Franklin (MÉ), Quebec","1,722"
"Saint-Benoît-Labre (MÉ), Quebec","1,676"
"Sainte-Barbe (MÉ), Quebec","1,916"
"Saint-Flavien (MÉ), Quebec","1,679"
"Lambton (MÉ), Quebec","1,722"
"Maliotenam (IRI), Quebec","1,704"
"Larouche (MÉ), Quebec","1,711"
"Saint-Laurent-de-l'Île-d'Orléans (MÉ), Quebec","1,679"
"Sainte-Anne-de-la-Pocatière (PE), Quebec","1,647"
"Salluit (VN), Quebec","1,629"
"Saint-François-de-la-Rivière-du-Sud (MÉ), Quebec","1,592"
"Lyster (MÉ), Quebec","1,677"
"Saint-Joseph-de-Sorel (V), Quebec","1,563"
"Amherst (CT), Quebec","1,664"
"Uashat 27 (IRI), Quebec","1,645"
"Saint-Pacôme (MÉ), Quebec","1,565"
"Saint-Théodore-d'Acton (MÉ), Quebec","1,635"
"Cleveland (CT), Quebec","1,623"
"Wemindji (TC), Quebec","1,601"
"Sainte-Clotilde-de-Horton (MÉ), Quebec","1,600"
"Saint-Ulric (MÉ), Quebec","1,644"
"Saint-Honoré-de-Shenley (MÉ), Quebec","1,633"
"Saint-Bernard-de-Lacolle (MÉ), Quebec","1,636"
"Saint-Paulin (MÉ), Quebec","1,624"
"La Conception (MÉ), Quebec","1,679"
"Tring-Jonction (VL), Quebec","1,607"
"Henryville (MÉ), Quebec","1,627"
"Saint-Tite-des-Caps (MÉ), Quebec","1,602"
"Rivière-Héva (MÉ), Quebec","1,563"
"Tingwick (MÉ), Quebec","1,561"
"Saint-Félix-de-Kingsey (MÉ), Quebec","1,516"
"Saint-Joachim-de-Shefford (MÉ), Quebec","1,577"
"Saint-Mathieu-du-Parc (MÉ), Quebec","1,594"
"Lac-au-Saumon (MÉ), Quebec","1,475"
"Chapais (V), Quebec","1,398"
"Saint-Guillaume (MÉ), Quebec","1,476"
"Les Éboulements (MÉ), Quebec","1,607"
"Saint-Ubalde (MÉ), Quebec","1,568"
"Saint-Casimir (MÉ), Quebec","1,482"
"Sainte-Hénédine (PE), Quebec","1,509"
"Sainte-Lucie-des-Laurentides (MÉ), Quebec","1,602"
"Sainte-Brigide-d'Iberville (MÉ), Quebec","1,535"
"Armagh (MÉ), Quebec","1,429"
"Noyan (MÉ), Quebec","1,507"
"Saint-Aubert (MÉ), Quebec","1,406"
"Pointe-aux-Outardes (VL), Quebec","1,443"
"Saint-Joachim (PE), Quebec","1,429"
"La Minerve (MÉ), Quebec","1,505"
"Godmanchester (CT), Quebec","1,548"
"Saint-Hubert-de-Rivière-du-Loup (MÉ), Quebec","1,440"
"Saint-Odilon-de-Cranbourne (PE), Quebec","1,445"
"Wotton (MÉ), Quebec","1,466"
"Matagami (V), Quebec","1,395"
"Clarendon (MÉ), Quebec","1,448"
"Sainte-Élisabeth (MÉ), Quebec","1,456"
"Saint-Simon (MÉ), Quebec","1,419"
"Chute-aux-Outardes (VL), Quebec","1,404"
"Saint-Alexis (MÉ), Quebec","1,460"
"Lac-aux-Sables (PE), Quebec","1,426"
"Nantes (MÉ), Quebec","1,412"
"L'Isle-aux-Allumettes (MÉ), Quebec","1,399"
"Saint-Majorique-de-Grantham (PE), Quebec","1,365"
"Palmarolle (MÉ), Quebec","1,424"
"Hérouxville (PE), Quebec","1,537"
"Saint-Édouard (MÉ), Quebec","1,431"
"La Doré (PE), Quebec","1,381"
"L'Isle-Verte (MÉ), Quebec","1,418"
"Sainte-Ursule (MÉ), Quebec","1,344"
"L'Avenir (MÉ), Quebec","1,423"
"Vaudreuil-sur-le-Lac (VL), Quebec","1,358"
"Saint-Urbain-Premier (MÉ), Quebec","1,362"
"Racine (MÉ), Quebec","1,436"
"Saint-Hugues (MÉ), Quebec","1,387"
"Pointe-à-la-Croix (MÉ), Quebec","1,287"
"New Carlisle (MÉ), Quebec","1,343"
"Saint-Jude (MÉ), Quebec","1,415"
"Saint-Lazare-de-Bellechasse (MÉ), Quebec","1,334"
"Roxton Falls (VL), Quebec","1,372"
"Labrecque (MÉ), Quebec","1,373"
"Saint-Zénon (MÉ), Quebec","1,396"
"Saint-Urbain (PE), Quebec","1,410"
"Laurierville (MÉ), Quebec","1,381"
"Frampton (MÉ), Quebec","1,355"
"Fort-Coulonge (VL), Quebec","1,298"
"Saint-Louis-du-Ha! Ha! (PE), Quebec","1,355"
"Ragueneau (PE), Quebec","1,291"
"Notre-Dame-du-Portage (MÉ), Quebec","1,336"
"L'Anse-Saint-Jean (MÉ), Quebec","1,324"
"Lac Simon (IRI), Quebec","1,369"
"Lorrainville (MÉ), Quebec","1,289"
"Eeyou Istchee Baie-James (GR), Quebec","1,212"
"Bury (MÉ), Quebec","1,271"
"Rivière-Bleue (MÉ), Quebec","1,305"
"Saint-Norbert-d'Arthabaska (MÉ), Quebec","1,301"
"Saint-Arsène (PE), Quebec","1,254"
"Saint-Édouard-de-Lotbinière (PE), Quebec","1,316"
"Saints-Anges (PE), Quebec","1,361"
"Sainte-Marie-Salomé (MÉ), Quebec","1,283"
"Hébertville-Station (VL), Quebec","1,280"
"Trécesson (CT), Quebec","1,263"
"Saint-Armand (MÉ), Quebec","1,239"
"Saint-Siméon (PE), Quebec","1,256"
"Kitigan Zibi (IRI), Quebec","1,255"
"Très-Saint-Sacrement (PE), Quebec","1,248"
"Senneterre (PE), Quebec","1,206"
"Saint-Alban (MÉ), Quebec","1,249"
"Saint-Valère (MÉ), Quebec","1,191"
"Sainte-Marguerite (PE), Quebec","1,302"
"Saint-Barnabé (PE), Quebec","1,224"
"Lac-Bouchette (MÉ), Quebec","1,204"
"Saint-Modeste (MÉ), Quebec","1,212"
"Ayer's Cliff (VL), Quebec","1,272"
"Saint-Bruno-de-Guigues (MÉ), Quebec","1,192"
"Saint-Gabriel-de-Rimouski (MÉ), Quebec","1,223"
"Saint-Pierre-les-Becquets (MÉ), Quebec","1,174"
"Saint-Wenceslas (MÉ), Quebec","1,192"
"Grand-Remous (MÉ), Quebec","1,198"
"Saint-Georges-de-Clarenceville (MÉ), Quebec","1,220"
"Mont-Carmel (MÉ), Quebec","1,165"
"Saint-Narcisse-de-Beaurivage (PE), Quebec","1,246"
"Saint-Aimé-des-Lacs (MÉ), Quebec","1,178"
"Communauté de Wemotaci (IRI), Quebec","1,243"
"Stanstead (CT), Quebec","1,162"
"Disraeli (PE), Quebec","1,176"
"Notre-Dame-des-Neiges (MÉ), Quebec","1,174"
"Saint-Claude (MÉ), Quebec","1,166"
"Stukely-Sud (VL), Quebec","1,251"
"Saint-Hilarion (PE), Quebec","1,229"
"Saint-Siméon (MÉ), Quebec","1,122"
"Saint-Léonard-de-Portneuf (MÉ), Quebec","1,181"
"Plaisance (MÉ), Quebec","1,200"
"Saint-Eugène (MÉ), Quebec","1,160"
"Frelighsburg (MÉ), Quebec","1,204"
"Blanc-Sablon (MÉ), Quebec","1,081"
"Roxton (CT), Quebec","1,160"
"Bristol (MÉ), Quebec","1,142"
"Saint-Étienne-de-Beauharnois (MÉ), Quebec","1,136"
"Saint-Félix-d'Otis (MÉ), Quebec","1,216"
"Saint-Patrice-de-Beaurivage (MÉ), Quebec","1,113"
"Montpellier (MÉ), Quebec","1,247"
"Bolton-Est (MÉ), Quebec","1,274"
"Sainte-Sabine (MÉ), Quebec","1,128"
"L'Isle-aux-Coudres (MÉ), Quebec","1,102"
"La Macaza (MÉ), Quebec","1,110"
"Westbury (CT), Quebec","1,159"
"Melbourne (CT), Quebec","1,136"
"Sainte-Félicité (MÉ), La Matanie, Quebec","1,074"
"Saint-Benjamin (MÉ), Quebec","1,207"
"Sainte-Jeanne-d'Arc (VL), Quebec","1,121"
"Saint-Narcisse-de-Rimouski (PE), Quebec","1,182"
"Saint-Janvier-de-Joly (MÉ), Quebec","1,168"
"Notre-Dame-du-Nord (MÉ), Quebec","1,090"
"Saint-Louis-de-Blandford (MÉ), Quebec","1,075"
"Saint-Cyprien (MÉ), Quebec","1,095"
"Grande-Vallée (MÉ), Quebec","1,067"
"Saint-Ludger (MÉ), Quebec","1,100"
"Saint-Bonaventure (MÉ), Quebec","1,077"
"Saint-Michel-du-Squatec (MÉ), Quebec","1,057"
"Saint-Frédéric (PE), Quebec","1,191"
"Saint-Norbert (PE), Quebec","1,143"
"Romaine 2 (IRI), Quebec","1,103"
"Lac-Drolet (MÉ), Quebec","1,087"
"Entrelacs (MÉ), Quebec","1,082"
"Durham-Sud (MÉ), Quebec","1,036"
"Lac-Simon (MÉ), Quebec","1,172"
"Sainte-Pétronille (VL), Quebec","1,019"
"Sainte-Agathe-de-Lotbinière (MÉ), Quebec","1,033"
"Saint-Maxime-du-Mont-Louis (MÉ), Quebec","1,025"
"Kazabazua (MÉ), Quebec","1,102"
"Chute-Saint-Philippe (MÉ), Quebec","1,099"
"Valcourt (CT), Quebec","1,054"
"Charette (MÉ), Quebec","1,129"
"Stratford (CT), Quebec","1,082"
"Saint-Félix-de-Dalquier (MÉ), Quebec","1,033"
"Saint-Léon-de-Standon (PE), Quebec","1,035"
"Saint-Vallier (MÉ), Quebec","1,037"
"Notre-Dame-des-Bois (MÉ), Quebec","1,161"
"Sainte-Geneviève-de-Batiscan (PE), Quebec","1,139"
"Whapmagoostui (TC), Quebec","1,045"
"Sainte-Marthe (MÉ), Quebec","1,044"
"Saint-Jean-de-l'Île-d'Orléans (MÉ), Quebec","1,018"
"Saint-Sylvestre (MÉ), Quebec","1,057"
"Low (CT), Quebec","1,068"
"Girardville (MÉ), Quebec","1,064"
"Brébeuf (PE), Quebec","998"
"Notre-Dame-de-la-Merci (MÉ), Quebec","1,125"
"Saint-Stanislas (MÉ), Francheville, Quebec","1,041"
"Desbiens (V), Quebec","1,032"
"Sainte-Eulalie (MÉ), Quebec","1,048"
"Très-Saint-Rédempteur (MÉ), Quebec","1,147"
"Val-Alain (MÉ), Quebec","1,070"
"Sainte-Angèle-de-Mérici (MÉ), Quebec","1,029"
"Rivière-Ouelle (MÉ), Quebec","1,002"
"Les Méchins (MÉ), Quebec","965"
"Sainte-Thérèse-de-Gaspé (MÉ), Quebec","1,011"
"Saint-Léon-le-Grand (PE), La Matapédia, Quebec","986"
"Baie-du-Febvre (MÉ), Quebec","1,011"
"Saint-Barnabé-Sud (MÉ), Quebec","1,064"
"Kangiqsualujjuaq (VN), Quebec","1,034"
"Saint-Justin (MÉ), Quebec","956"
"Sainte-Justine-de-Newton (MÉ), Quebec","999"
"Saint-Georges-de-Windsor (MÉ), Quebec","1,004"
"Saint-René-de-Matane (MÉ), Quebec","981"
"Batiscan (MÉ), Quebec","1,015"
"Saint-René (PE), Quebec","1,001"
"Saint-Roch-des-Aulnaies (MÉ), Quebec","942"
"Petite-Rivière-Saint-François (MÉ), Quebec","1,163"
"Senneville (VL), Quebec","1,022"
"Laverlochère-Angliers (MÉ), Quebec","984"
"Duhamel-Ouest (MÉ), Quebec","943"
"Dupuy (MÉ), Quebec","963"
"Sainte-Germaine-Boulé (MÉ), Quebec","948"
"Saint-Fabien-de-Panet (PE), Quebec","993"
"Saint-Rosaire (PE), Quebec","949"
"Dosquet (MÉ), Quebec","933"
"Montebello (MÉ), Quebec","980"
"Lochaber-Partie-Ouest (CT), Quebec","1,012"
"Otter Lake (MÉ), Quebec","980"
"Eastmain (TC), Quebec","942"
"Lefebvre (MÉ), Quebec","925"
"Val-des-Bois (MÉ), Quebec","972"
"Beaulac-Garthby (MÉ), Quebec","947"
"Preissac (MÉ), Quebec","968"
"Sainte-Perpétue (PE), Quebec","944"
"Nutashkuan (IRI), Quebec","935"
"Saint-Adelphe (PE), Quebec","928"
"Inverness (MÉ), Quebec","967"
"Longue-Rive (MÉ), Quebec","901"
"Saint-Valérien (PE), Quebec","960"
"Deschaillons-sur-Saint-Laurent (MÉ), Quebec","908"
"Val-Brillant (MÉ), Quebec","947"
"Landrienne (CT), Quebec","934"
"L'Ascension (MÉ), Quebec","967"
"Irlande (MÉ), Quebec","913"
"Sainte-Flavie (PE), Quebec","943"
"Taschereau (MÉ), Quebec","917"
"Cayamant (MÉ), Quebec","978"
"Saint-Célestin (VL), Quebec","899"
"Saint-Pierre-de-Broughton (MÉ), Quebec","915"
"Harrington (CT), Quebec","948"
"Lantier (MÉ), Quebec","990"
"Sainte-Hélène-de-Kamouraska (MÉ), Quebec","895"
"Honfleur (MÉ), Quebec","872"
"Saint-Nazaire-d'Acton (PE), Quebec","897"
"Notre-Dame-du-Bon-Conseil (PE), Quebec","959"
"Saint-David (MÉ), Quebec","903"
"Chesterville (MÉ), Quebec","898"
"Saint-Marc-de-Figuery (PE), Quebec","909"
"Sainte-Hedwidge (MÉ), Quebec","925"
"Notre-Dame-du-Sacré-Coeur-d'Issoudun (PE), Quebec","895"
"Saint-Léon-le-Grand (PE), Maskinongé, Quebec","897"
"Sainte-Aurélie (MÉ), Quebec","893"
"Huberdeau (MÉ), Quebec","866"
"Sainte-Monique (MÉ), Lac-Saint-Jean-Est, Quebec","866"
"Chénéville (MÉ), Quebec","951"
"Ham-Nord (CT), Quebec","930"
"Howick (MÉ), Quebec","886"
"Lotbinière (MÉ), Quebec","864"
"Bégin (MÉ), Quebec","896"
"Sainte-Cécile-de-Whitton (MÉ), Quebec","913"
"Notre-Dame-de-la-Salette (MÉ), Quebec","877"
"Kangiqsujuaq (VN), Quebec","860"
"Saint-Paul-de-Montminy (MÉ), Quebec","804"
"Sainte-Famille-de-l'Île-d'Orléans (MÉ), Quebec","804"
"Hemmingford (VL), Quebec","919"
"Saint-Pierre-de-la-Rivière-du-Sud (PE), Quebec","816"
"Saint-Épiphane (MÉ), Quebec","829"
"Nemaska (TC), Quebec","857"
"Saint-Donat (PE), Quebec","901"
"Stanbridge East (MÉ), Quebec","836"
"Saint-Philippe-de-Néri (PE), Quebec","853"
"Saint-Étienne-de-Bolton (MÉ), Quebec","888"
"Saint-Aimé-du-Lac-des-Îles (MÉ), Quebec","849"
"Notre-Dame-de-Montauban (MÉ), Quebec","829"
"Courcelles (MÉ), Quebec","822"
"Saint-Séverin (PE), Mékinac, Quebec","805"
"Tadoussac (VL), Quebec","767"
"Saint-Edmond-de-Grantham (PE), Quebec","832"
"Manseau (MÉ), Quebec","841"
"La Patrie (MÉ), Quebec","827"
"Oujé-Bougoumou (TC), Quebec","848"
"Saint-Édouard-de-Maskinongé (MÉ), Quebec","810"
"Saint-Henri-de-Taillon (MÉ), Quebec","814"
"Sainte-Gertrude-Manneville (MÉ), Quebec","773"
"Kiamika (MÉ), Quebec","835"
"Notre-Dame-de-Lourdes (PE), Quebec","822"
"Notre-Dame-des-Monts (MÉ), Quebec","807"
"Saint-Sylvère (MÉ), Quebec","795"
"Côte-Nord-du-Golfe-du-Saint-Laurent (MÉ), Quebec","767"
"Notre-Dame-de-Pontmain (MÉ), Quebec","841"
"La Durantaye (PE), Quebec","813"
"Saint-Charles-de-Bourget (MÉ), Quebec","822"
"La Corne (MÉ), Quebec","830"
"Marston (CT), Quebec","808"
"Lac-Delage (V), Quebec","790"
"Saint-Mathieu-d'Harricana (MÉ), Quebec","837"
"Normétal (MÉ), Quebec","791"
"Sainte-Christine (PE), Quebec","827"
"Hatley (MÉ), Quebec","795"
"Saint-Samuel (MÉ), Quebec","784"
"Cascapédia--Saint-Jules (MÉ), Quebec","772"
"Notre-Dame-Auxiliatrice-de-Buckland (PE), Quebec","801"
"Saint-Honoré-de-Témiscouata (MÉ), Quebec","809"
"Saint-Télesphore (MÉ), Quebec","817"
"Ogden (MÉ), Quebec","814"
"Aumond (CT), Quebec","780"
"Val-des-Lacs (MÉ), Quebec","769"
"Havelock (CT), Quebec","743"
"Saint-Louis (MÉ), Quebec","762"
"Sainte-Rose-de-Watford (MÉ), Quebec","748"
"Saint-Nérée-de-Bellechasse (MÉ), Quebec","768"
"Saint-Cyrille-de-Lessard (PE), Quebec","765"
"Dixville (MÉ), Quebec","820"
"Sainte-Brigitte-des-Saults (PE), Quebec","841"
"Saint-Camille-de-Lellis (PE), Quebec","741"
"Bolton-Ouest (MÉ), Quebec","772"
"Duparquet (V), Quebec","732"
"Kuujjuarapik (VN), Quebec","729"
"Saint-Romain (MÉ), Quebec","715"
"Mayo (MÉ), Quebec","712"
"Saint-Alphonse (MÉ), Quebec","731"
"Audet (MÉ), Quebec","707"
"Saint-Jacques-de-Leeds (MÉ), Quebec","744"
"Campbell's Bay (MÉ), Quebec","706"
"Saint-Zéphirin-de-Courval (PE), Quebec","717"
"Béarn (MÉ), Quebec","774"
"Saint-Magloire (MÉ), Quebec","731"
"Sainte-Sophie-de-Lévrard (PE), Quebec","768"
"Saint-Thomas-Didyme (MÉ), Quebec","763"
"Saint-Théophile (MÉ), Quebec","720"
"Bouchette (MÉ), Quebec","756"
"Saint-Sébastien (MÉ), Le Haut-Richelieu, Quebec","737"
"Blue Sea (MÉ), Quebec","715"
"Notre-Dame-de-Stanbridge (MÉ), Quebec","704"
"Saint-Mathieu-de-Rioux (MÉ), Quebec","720"
"Newport (MÉ), Quebec","712"
"Saint-Herménégilde (MÉ), Quebec","743"
"Bonne-Espérance (MÉ), Quebec","677"
"Saint-Didace (PE), Quebec","756"
"La Visitation-de-l'Île-Dupas (MÉ), Quebec","707"
"Saint-Ignace-de-Stanbridge (MÉ), Quebec","712"
"Saint-François-d'Assise (MÉ), Quebec","669"
"Saint-Sébastien (MÉ), Le Granit, Quebec","722"
"Saint-Philémon (PE), Quebec","703"
"Lac-Sainte-Marie (MÉ), Quebec","731"
"Notre-Dame-de-la-Paix (MÉ), Quebec","724"
"Sainte-Louise (PE), Quebec","695"
"Saint-Isidore-de-Clifton (MÉ), Quebec","728"
"Saint-Édouard-de-Fabre (PE), Quebec","675"
"Saint-Irénée (PE), Quebec","703"
"Bowman (MÉ), Quebec","705"
"North Hatley (VL), Quebec","766"
"Poularies (MÉ), Quebec","677"
"Saint-Augustin-de-Woburn (PE), Quebec","677"
"Matimekosh (IRI), Quebec","697"
"Bedford (CT), Quebec","703"
"Saint-Gabriel-Lalemant (MÉ), Quebec","670"
"Bonsecours (MÉ), Quebec","651"
"Fortierville (MÉ), Quebec","664"
"Saint-André-de-Kamouraska (MÉ), Quebec","666"
"Montcerf-Lytton (MÉ), Quebec","667"
"Kawawachikamach (TK), Quebec","651"
"L'Île-du-Grand-Calumet (MÉ), Quebec","685"
"Bryson (MÉ), Quebec","659"
"Murdochville (V), Quebec","617"
"Saint-François-de-Sales (MÉ), Quebec","615"
"Akulivik (VN), Quebec","631"
"Gesgapegiag (IRI), Quebec","665"
"Stanstead-Est (MÉ), Quebec","665"
"Saint-Just-de-Bretenières (MÉ), Quebec","649"
"Ferland-et-Boilleau (MÉ), Quebec","725"
"Saint-Ludger-de-Milot (MÉ), Quebec","644"
"Wentworth (CT), Quebec","668"
"Namur (MÉ), Quebec","650"
"Colombier (MÉ), Quebec","614"
"Montcalm (MÉ), Quebec","654"
"Sainte-Angèle-de-Prémont (MÉ), Quebec","620"
"Sainte-Anne-de-la-Rochelle (MÉ), Quebec","607"
"Rivière-à-Pierre (MÉ), Quebec","619"
"Saint-Bernard-de-Michaudville (MÉ), Quebec","659"
"Sainte-Christine-d'Auvergne (MÉ), Quebec","692"
"Lawrenceville (VL), Quebec","608"
"Les Bergeronnes (MÉ), Quebec","620"
"East Farnham (MÉ), Quebec","698"
"Baie-des-Sables (MÉ), Quebec","618"
"Portneuf-sur-Mer (MÉ), Quebec","595"
"Kamouraska (MÉ), Quebec","609"
"Cloridorme (CT), Quebec","624"
"Saint-Célestin (MÉ), Quebec","601"
"Sainte-Sophie-d'Halifax (MÉ), Quebec","602"
"Petit-Saguenay (MÉ), Quebec","602"
"Pointe-Fortune (VL), Quebec","606"
"Métis-sur-Mer (V), Quebec","583"
"Sainte-Thérèse-de-la-Gatineau (MÉ), Quebec","549"
"Saint-Joseph-de-Lepage (PE), Quebec","577"
"Saint-Eusèbe (PE), Quebec","581"
"Hope (CT), Quebec","608"
"Mont-Saint-Michel (MÉ), Quebec","594"
"Arundel (CT), Quebec","591"
"Escuminac (MÉ), Quebec","620"
"Packington (PE), Quebec","600"
"Saint-Simon-les-Mines (MÉ), Quebec","640"
"Tourville (MÉ), Quebec","573"
"Sainte-Clotilde-de-Beauce (MÉ), Quebec","592"
"Matapédia (MÉ), Quebec","581"
"Kangirsuk (VN), Quebec","597"
"Saint-Damase-de-L'Islet (MÉ), Quebec","569"
"La Bostonnais (MÉ), Quebec","602"
"Saint-Pierre-Baptiste (PE), Quebec","607"
"Mingan (IRI), Quebec","569"
"Sainte-Anne-du-Lac (MÉ), Quebec","556"
"Saint-Camille (CT), Quebec","586"
"Denholm (MÉ), Quebec","568"
"Massueville (VL), Quebec","561"
"Sainte-Edwidge-de-Clifton (CT), Quebec","555"
"Saint-Jules (PE), Quebec","545"
"Barnston-Ouest (MÉ), Quebec","555"
"Umiujaq (VN), Quebec","579"
"Saint-Juste-du-Lac (MÉ), Quebec","555"
"Timiskaming (IRI), Quebec","547"
"Pikogan (IRI), Quebec","562"
"Lac-Sergent (V), Quebec","616"
"Saint-Moïse (PE), Quebec","537"
"Sacré-Coeur-de-Jésus (PE), Quebec","573"
"Stornoway (MÉ), Quebec","554"
"Berry (MÉ), Quebec","534"
"Saint-François-de-l'Île-d'Orléans (MÉ), Quebec","536"
"Saint-Robert-Bellarmin (MÉ), Quebec","529"
"Thorne (MÉ), Quebec","554"
"Lac-Saguay (VL), Quebec","570"
"Saint-Adrien (MÉ), Quebec","562"
"Lac-Saint-Paul (MÉ), Quebec","561"
"Saint-Luc-de-Vincennes (MÉ), Quebec","573"
"Sainte-Monique (MÉ), Nicolet-Yamaska, Quebec","520"
"Saint-Onésime-d'Ixworth (MÉ), Quebec","523"
"Saint-Alexis-de-Matapédia (MÉ), Quebec","513"
"Saint-Alfred (MÉ), Quebec","543"
"Egan-Sud (MÉ), Quebec","540"
"Saint-Denis-De La Bouteillerie (MÉ), Quebec","517"
"Calixa-Lavallée (MÉ), Quebec","531"
"Saint-Malo (MÉ), Quebec","526"
"Saint-Bruno-de-Kamouraska (MÉ), Quebec","512"
"Saint-Émile-de-Suffolk (MÉ), Quebec","549"
"Saint-Évariste-de-Forsyth (MÉ), Quebec","505"
"Saint-Marcel-de-Richelieu (MÉ), Quebec","505"
"Sainte-Apolline-de-Patton (PE), Quebec","532"
"Pike River (MÉ), Quebec","492"
"Parisville (PE), Quebec","518"
"Litchfield (MÉ), Quebec","497"
"Grandes-Piles (VL), Quebec","590"
"Lac-des-Aigles (MÉ), Quebec","509"
"Saint-Octave-de-Métis (PE), Quebec","510"
"Saint-Sixte (MÉ), Quebec","556"
"Grand-Saint-Esprit (MÉ), Quebec","484"
"Péribonka (MÉ), Quebec","542"
"Gallichan (MÉ), Quebec","502"
"Leclercville (MÉ), Quebec","513"
"Villeroy (MÉ), Quebec","515"
"Duhamel (MÉ), Quebec","571"
"Saint-Eugène-d'Argentenay (MÉ), Quebec","482"
"Clermont (CT), Quebec","479"
"Les Hauteurs (MÉ), Quebec","485"
"La Motte (MÉ), Quebec","510"
"Odanak (IRI), Quebec","501"
"Saint-Adelme (PE), Quebec","488"
"Saint-Prosper-de-Champlain (MÉ), Quebec","470"
"Saint-Clément (MÉ), Quebec","485"
"Lamarche (MÉ), Quebec","514"
"Grosse-Île (MÉ), Quebec","456"
"Lac-des-Plages (MÉ), Quebec","547"
"Saint-Cyprien (PE), Quebec","468"
"Sainte-Françoise (MÉ), Quebec","484"
"Saint-Elzéar (MÉ), Bonaventure, Quebec","459"
"Mulgrave-et-Derry (MÉ), Quebec","509"
"Saint-Adalbert (MÉ), Quebec","482"
"Scotstown (V), Quebec","479"
"Saint-Eugène-de-Guigues (MÉ), Quebec","468"
"Quaqtaq (VN), Quebec","473"
